Citations,Publication Year,Discipline,Sub-topic,Title,Author,Key,Abstract Note,Language
55,2020,computer_science_ai,Regulative,Detecting and evading {Censorship-in-Depth}: A case study of {Iran's} protocol whitelister,"K Bock, Y Fax, K Reese, J Singh, D Levin",Y5WGXIK5,"… Iran composes their protocol filter with their standard censorship, threatening the success of … censorship, we demonstrate that it is possible to engage with (and defeat) each censorship …",en
49,2020,communication_media_studies,Regulative,Online censorship and digital surveillance: the relationship between suppression technologies and democratization across countries,"Stoycheff, Elizabeth; Burgess, G. Scott; Martucci, Maria Clara",UX4YDV53,"Using country- and multi-level analyses, we dissect how internet censorship and surveillance obstruct democratization, providing the ﬁrst cross-national tests of online surveillance eﬀects. Across 63 countries, online government monitoring is negatively associated with democratization, while internet censorship exhibits no additional eﬀect. We theorize that suppression technologies erode democratic progress by thwarting collective action and examine how they aﬀect individual-level disruptive political participation in a sub-sample of 21 countries. Together, these results suggest the need for greater scrutiny of countries that use suppression technologies. Political implications are discussed.",en
46,2020,political_science_ir,Regulative,Censorship as Reward: Evidence from Pop Culture Censorship in Chile,"Esberg, Jane",DSFJFYWS,"Censorship has traditionally been understood as a way for dictators to silence opposition. By contrast, this article develops and tests the theory that certain forms of censorship—in particular, prohibitions on popular culture—serve not only to limit political information but also to reward dictators’ supporters. Using text analysis of all 8,000 films reviewed for distribution during Chile’s dictatorship, I demonstrate that rather than focusing only on sensitive political topics, censors banned movies containing content considered immoral. Through a combination of qualitative and quantitative evidence, I show that these patterns cannot be explained by masked political content, distributor self-censorship, or censor preferences. Instead, they reflect the regime’s use of censorship as a reward for supporters, particularly conservative Catholic groups. My findings suggest that even repressive measures can be used in part to maintain support for authoritarian regimes.",en
41,2020,communication_media_studies,Regulative,No amount of “AI” in content moderation will solve filtering’s prior-restraint problem,"Llansó, Emma J",46HDDPZE,"Contemporary policy debates about managing the enormous volume of online content have taken a renewed focus on upload filtering, automated detection of potentially illegal content, and other “proactive measures”. Often, policymakers and tech industry players invoke artificial intelligence as the solution to complex challenges around online content, promising that AI is a scant few years away from resolving everything from hate speech to harassment to the spread of terrorist propaganda. Missing from these promises, however, is an acknowledgement that proactive identification and automated removal of user-generated content raises problems beyond issues of “accuracy” and overbreadth–problems that will not be solved with more sophisticated AI. In this commentary, I discuss how the technical realities of content filtering stack up against the protections for freedom of expression in international human rights law. As policymakers and companies around the world turn to AI for communications governance, it is crucial that we recall why legal protections for speech have included presumptions against prior censorship, and consider carefully how proactive content moderation will fundamentally re-shape the relationship between rules, people, and their speech.",en
40,2020,communication_media_studies,Regulative,"Post-socialist self-censorship: Russia, Hungary and Latvia","Schimpfössl, Elisabeth; Yablokov, Ilya",GF7J2IZW,"This article argues that today in Central and Eastern Europe self-censorship, journalistic freedom and autonomy are just as severely affected by economic constraints, oligarchic influences and new authoritarianism as they are by their Communist pasts. Either way, journalists know exactly what to report, what to omit and how to advance their careers. This is reminiscent of adekvatnost’; a distinct strategy employed by Russian journalists, who regard this skill as an expression of professionalism. It implies having a ‘feel for the game’ and the ‘right instinct’, which allows them to enjoy a certain level of freedom in their work and express their creativity. The authors’ interviews with Latvian and Hungarian journalists, editors and producers examined the extent to which adekvatnost’ might be a feature of journalism beyond Russia, in particular when a media system faces rising populism and oligarch-dominated ownership. As such, knowledge gained about journalistic practices in the countries under investigation might also be useful in understanding media development beyond the postCommunist space, including Western Europe.",en
35,2020,education_pedagogy,Regulative,The Problem of Self-Censorship.,R Hill,N2KGMTY4,"… , is the most complicated, but least understood form of censorship. In most cases of actual censorship, … What distinguishes self-censorship from actual censorship is a librarian's fear that …",en
28,2020,public_policy_governance,Regulative,Cross‐Country Comparison of Internet Censorship: A Literature Review,"Ververis, Vasilis; Marguel, Sophia; Fabian, Benjamin",L3RQSX2N,"Internet censorship is a widely studied and important field of research with implications for society, politics, and business. However, little focus has been spent on cross‐country comparisons of online content control. This article aims at reducing this research gap by performing a comparative literature review of Internet censorship practices in France, Turkey, and Iran. The historic development and current status of each country is studied, focusing on censorship levels, institutional characteristics, legislative environments, and current challenges. The assessment discloses several similarities and differences across the countries and allows for the identification of five key driving forces for online content control across France, Turkey, and Iran; namely, the ruling system, institutional setup, national identity, technical ability, and political opportunity. These findings will support future research and political debate on the freedom of expression and unrestricted access to content.",en
25,2020,communication_media_studies,Regulative,Journalist Safety and Self-Censorship,Anna Larsen; Ingrid Fadnes; Roy Krvel; Sadia Jamil; Nhamo Mhiripiri; Aytekin Kaan; Olunifesi Suraj; Paul Beighley; Jos Bentez; Michelle Betz; Marte Hiby; Signe Ivask; Florence Selnes; Aisha Sembatya; Gerald Walulya; Anna Grndahl Larsen; Krvel Fadnes; M Akgl; M Krldo; D Brooks; Caruana Galizia; M; Tinius Trust; R Cipuri; P Cook; C Heilmann; D Bar-Tal; J Bentez; J Bentez; J Bentez; S Coronel; D Estvez; M Guerrero; S Hughes; M Mrquez-Ramrez; S Hughes; C Mellado; J Arroyave; J Bentez; A De Beer; M Garcs; M Mrquez-Ramrez; M Mrquez-Ramrez; M Guerrero; G Mastrini; M Becerra; R Mcchesney; M Murat Yesil; K Owens; S Rafsky; M Snchez Reyes; F Smyth; J Thompson; R Boyatzis; V Braun; V Clarke; C Carlson; S Dean; B Illowsky; M Deuze; Scott Eldridge; P Gray; J Williamson; D Karp; J Dalphin; A Hayes; D Scheufele; M Huge; J Henrichsen; B Michelle; L Joanne; I Himelboim; Y Limor; S Jamil; S Jamil; A Mitra; D Mukov; T Chaaban; J Salomon; J Lee; R Nadadur; S Reese; S Reese; S Reese; P Shoemaker; R Riva-Palacio; P Shoemaker; S Reese; A Siraj; T Skjerdal; R Tapsell; S Tay; O Tohid; J Wilke; M Yesil; R ipuri; W Chuma; W Chuma; M Clark; A Grech; S Coleman; S Cottle; R Sambrook; N Mosdell; Mcmillian; P Dahlgren; C Sparks; M Fackler; S Forster; M Fackler; K Holt; H Mabweazara; N Mhiripiri; N Mhiripiri; D Miller; R Mukundu; S Nohrstedt; R Ottosen; I Petras; R Schroeder; T Shava; T Skjerdal; J Yin; H Wasserman; A Gadzepko; C Paterson; K Williams; N Williams; H Advar; Y Akdeniz; K Altparmak; B Akkurt; H Altn; C Balleix; A Borciani; S Day; S Duman; F Erem; Handyside V; S Griffen; B Karaka; Y Kzltan; A Kolbken; C Kudret; V Manzini; M Molloy; R Akko; U Mumcu; S Musio; S Okka; S Olga; E nderolu; C Schuetze; E en; D Tilles; H Topuz; Remzi Kitabevi; J Trenchard; T Gordon; J Vervaet; L Zucca; D Askay; Cipesa; R Deibert; J Warber; K; K Hampton; L Rainie; W Lu; M Dwyer; I Shin; K Purcell; S Ho; D Mcleod; B Tauris; La Rue; F; C-C Lee; X Liu; S Fahmy; Mic; K Miyata; H Yamamoto; Y Ogawa; E Noelle-Neumann; J Nye; J Penney; G Pereira; M Rocha; A Poplin; F Schauer; D Scheufele; P Moy; B Schneier; J Shanahan; C Glynn; A Hayes; D Sohn; N Geidner; D Solove; S Spielberg; E Stoycheff; Y Sun; Thisdaylive; E Witchel; J Zittrain; E Zureik; L Stalker; E Smith; M Armoudian; J Ausserhofer; A Maireder; A Barton; H Storm; J Beltran; K Benson; G Chen; P Pain; V Chen; M Mekelburg; N Springer; F Troger; S Cottle; R Sambrook; N Mosdell; K Coyle; M Duggan; A Smith; T Everbach; J Ferganchick-Neufang; J Fox; C Cruz; J Lee; G Gerbner; L Gross; C Gonzlez De Bustamante; J Relly; B Heil; M Piskorski; M Hiby; M Hiby; R Ottosen; M Hiby; R Keeble; L Kilman; B Loader; D Mercea; A Loyd; C Mardorossian; A Massanari; G Mclaughlin; A Mcrobbie; J Megarry; Osce; C Paterson; R Rosales; J Suler; E Tandoc; G Tuchman; H Tumber; J Palmer; H Tumber; F Webster; S Waisbord; K Walsh-Childers; J Chance; K Herzog; K Backholm; K Bjrkqvist; A Ballard; P Easteal; J Bardoel; M Deuze; D Bar-Tal; A Barton; H Storm; M Buchanan; P Keats; J Chalaby; G Chen; M Pain; P Chen; V; Y Mekelburg; M Springer; N Troger; F; D Chung; P Cook; C Heilmann; J Drury; M Hardin; S Shain; A Hayes; C Glynn; J Shanahan; S Ivask; M Jungblut; A Hoxha; M Karu; K Soo; H Biin; K Lamesoo; M Meiorg; M Masso; P Turk; J Lischka; M Lfgren Nilsson; H rnebring; A-M Marshall; G Mihkels; M Mortensen; G Palgi; H Kepplinger; M Shanahan; S Waisbord; A Weidmann; J Papsdorf; Who; S Williams; R Williams; Acfode; L Antilla; B Barton; H Storm; F Bulathsinghala; S Cottle; R Sambrook; N Mosdell; R Gill; Harris; N Mosdell; J Griffiths; I Hiltunen; J Houston; J Houston; K Schraedley; E Worley; K Reed; J Saidi; S Hughes; M Mrquez-Ramirez; E Lanza; L Lee; J Chan; S Macharia; A Mcrobbie; A Mcrobbie; L Nilsson; H rnebring; L North; K Orgeret; J Saul; S Thornham; C Anthonissen; P Arellano; D Bar-Tal; J Bisson; J Boyd; A Protopopescu; C O'connor; R Neufeld; R Jetly; H Hood; R Lanius; M Mckinnon; V Bratic; L Schirch; H Dlewati; G Dworznik; A Feinstein; J Owen; N Blair; B Glaser; A Strauss; R Hannoush; A Hayes; C Glynn; J Shanahan; M Hiby; S Mitra; M Hiby; R Ottosen; M Medel; N Mohatt; A Thompson; N Thai; J Tebes; L O'donnell; C Panter-Brick; M Eggerman; V Gonzalez; S Safdar; A Pudephatt; G Rees; J Relly; C Gonzlez De Bustamante; R Scruton; L Schirch; T Skjerdal; Z Steel; T Chey; D Silove; C Marnane; R Bryant; M Van Ommeren; R Tapsell; S Taylor; J Wald; G Asmundson; H Amin; F Banda; M Broersma; T Graham; Cipesa; P Cronau; C Gicheru; A Hayes; C Glynn; J Shanahan; M Hem; A Hengari; Hrnj-U; M Jordaan; C.-C Lee; A Marwick; D Boyd; R Morrison; D Moyo; P Mwesige; R Nadadur; F Namasinga; M Patton; G Simons; D Strovsky; T Skjerdal; R Tapsell; Ulii; A Thompson; F Vis; N Wesonga; N Bwire; Defending; Watchdog; B Aaron; P Atkinson; C Martin; J Rankin; F Banda; E Barendt; H Bean; L Becker; T Vlad; N Nusser; G Berger; R Craig; L Doerfel; L Chewning; C-H Lai; G Doyle; B Fredrickson; M.-S Frere; Hrnj-U; S Kafewo; J Khamalwa; G Mark; B Al-Ani; B Semaan; A Masten; R Mcchesney; C Mcmahon; T Mclellan; D Mcquail; R Mukundu; P Mwesige; R Nadadur; G Nassanga; S Ongong'a; E Powley; B Rozumilowicz; A Schiffrin; E Shing; E Jayawickreme; C Waugh; G Simons; D Strovsky; T Skjerdal; Thrall; Stecula; Sweet; T Tom; L Waldorf; R ipuri; M Jungblut; A Hoxha; A Achol; Ahmed Hussein-Suale; J Akena; Al-Ani ; Althusser; C Anthonissen; D Askay; M Atatrk; R Baldetti; F Banda; Bar-Tal; R Barwe; H Bean; L Becker; P Beighley; Ben Khalifa; M; Bentez; G Berger; K Besigye; M Betz; A Borciani; Boyd; M Bozkurt; D Brooks; Bukeke; W Cannon; Caruana Galizia; D Caruana Galizia; M; M Chavhunduka; G Chen; L Chewning; R Choto; S Coleman; P Cook; S Coronel; S Cottle; K Coyle; R Craig; P Cronau; C Cruz; S Demirel; L Doerfel; G Doyle; S Doyle; G Dworznik; Edip; H Eon; R Erdoan; F Erem; V Espinosa; Estvez; Everbach; Fadnes; S Fahmy; A Feinstein; Ferganchick-Neufang; M Ferrier; G Flaubert; B Fredrickson; W Funes; Geidner; G Gerbner; C Gicheru; B Glaser; Gkalp; Gonzales De; Bustamante; A Gonzlez; T Gordon; M Guerrero; Gl; R Gutirrez; B Heil; Heilmann; M Hem; Henrichsen; J Hernndez; Hiby; Houston; A Hoxha; S Hughes; S Ivask; S Jamil; E Jayawickreme; L Joanne; M Jungblut; M Koroley; R Krvel; R Kunelius; A Kurtul; C.-H Lai; A Larsen; C.-C Lee; J Lee; M Lfgren Nilsson; D Lofty; H Mabweazara; R Mcchesney; T Mclellan; C Mcmahon; B Mcquade; D Mcquail; A Mcrobbie; A Maireder; G Mark; R Marlin; Mrquez-Ramrez; A Massanari; A Masten; E Mawarire; ; Mbabazi; Megarty; P Mgombeyi; N Mhiripiri; D Miller; M Mlilo; E Mnangagwa; N Mohatt; O Molina; Morales; M Mortensen; D Moyo; Mukoko; D Muleya; D Muikov; Mwesige; Mwesigye; R Nadadur; A Nakiwala; J Naluggwa; G Nassanga; Noelle-Neumann; N Nusser; J Nyathi; K Okuyan; K Orgeret; H rnebring; Otegi Mondragon V; R Ottosen; K Owens; M Patton; J Penney; M Piskorski; C Poveda; E Powley; Pudephatt; J Relly; Remmy; M Ressa; N Sarkozy; F Schauer; A Schiffrin; D Sejusa; F Selnes; B Seman; Sezer; E Shing; P Shoemaker; Simon; F Smyth; D Sohn; D Solove; S Spielberg; D Stecula; E Stoycheff; A Strauss; O Suraj; D Sweet; R Tapsell; A Thrall; J Trenchard; G Tuchman; E Villalobos; T Vlad; S Waisbord; M Walugembe; G Walulya; H Wasserman; C Waugh; A White; K Williams; M Yesil; J Zamora; T Zindoga; C Zvayi,FWQINMTL,"This book explores the relationship between the safety of journalists and self-censorship practices around the world, including local case studies and regional and international perspectives. Bringing together scholars and practitioners from around the globe, Journalist Safety and Self-Censorship provides new and updated insights into patterns of self-censorship and free speech, focusing on a variety of factors that affect these issues, including surveillance, legislation, threats, violent conflict, gender-related stereotypes, digitisation and social media. The contributions examine topics such as trauma, risk and self-censorship among journalists in different regions of the world, including Central America, Estonia, Turkey, Uganda and Pakistan. The book also provides conceptual clarity to the notion of journalist self-censorship, and explores the question of how self-censorship may be studied empirically.Combining both theoretical and practical knowledge, this collection serves as a much-needed resource for any academic, student of journalism, practicing journalist, or NGO working on issues of journalism, safety, free speech and censorship.",en
23,2020,communication_media_studies,Regulative,"Censorship, the Media, and the Market in China","Hassid, Jonathan",7782JJGQ,"Pervasive media censorship in China is often seen as a strictly political issue. Although in past years reporters have had leeway to report on economic issues, the Chinese Party/ state has moved to tamp down economic journalism, even arresting those who report on bad economic news. This shift brings to the fore an issue long ignored by social scientists – economic censorship. Economic censorship takes place when state-owned enterprises (SOEs) or large private companies pressure the state to censor negative reports or directly pay off media companies to quash such reports in favor of more positive ones. Such economic censorship distorts markets and shifts investor money away from new market entrants and towards large, well-resourced and well-connected SOEs. Using a database of Chinese newspaper articles from 2004 to 2006 and a separate database of newspaper articles, blog posts and micro-blog posts from 2010, and supplemented by secondary sources, this paper examines how media coverage is distorted by censorship and corruption to the benefit of China’s entrenched interests. In particular, I find that private and provincially owned companies receive much more press coverage than do their central government (SASAC) owned equivalents, controlling for a number of factors.",en
23,2020,communication_media_studies,Regulative,Meta-information censorship and the creation of the Chinanet Bubble,"Paltemaa, Lauri; Vuori, Juha A.; Mattlin, Mikael; Katajisto, Jouko",JQ8LHZWV,"The question of who controls meta-information online has become a hot-button issue with profound political implications. The present article explores how state-led online censorship in the People’s Republic of China can create information bubbles, and how it is possible to analyze them. The article is based on a systematic comparison between 3000 Google.com and Baidu.com image search results on a series of selected, potentially sensitive, keywords. This allows us to discern how censorship and information bubbles are connected, and how it is possible to detect and analyze them. To facilitate this, we offer a typology for conceptualizing the different dimensions of internet censorship. Our analysis points to the importance of censorship on meta-information and suggests that generally censored internet contents can also spill over to a liberal context through the Sinophone internet.",en
2,2020,arts_literary_cultural_studies,Regulative,Censura y literatura: memorias contestadas,"MJ Olaziregi, L Otaegi",XM2QC62H,… una misma publicación reflexiones en torno a la censura que ha afectado a las literaturas … la memoria y el análisis de la censura y autocensura gana importancia y urgencia histórica. …,es
2,2020,arts_literary_cultural_studies,Regulative,Censura/autocensura,D Kiš,5F4Q3X4W,"… censura. Però també podia significar que totes les cartes sense segell estaven sotmeses a la censura i, així… deia molt sobre l’esperit de la censura, que vol subratllar la seva legitimitat i, …",ca
2,2020,history_book_history,Regulative,Le théâtre de la censure (XVIe et XXIe siècles): De l'ère typographique à l'ère numérique,R Adam,YZBT732C,,fr
2,2020,communication_media_studies,Regulative,Soluzioni tradizionali per piattaforme moderne: la state action (non) mostra i segni del tempo,D Zecca,LQ6EQ4GL,"… Poiché le affermazioni di YouTube relative alla propria policy di moderazione dei contenuti … di illustrare una funzione della piattaforma a disposizione degli utenti, il giudice respinge l’…",it
1,2020,public_policy_governance,Regulative,Discurso extremista y la expansión de la censura,"CFG Pazmiño, EIV Flores",3FY58IG5,"… un plan de cuatro partes para abordar la propaganda terrorista que incluye un mayor uso de la tecnología para identificar videos relacionados con el terrorismo, contratar moderadores …",es
0,2020,communication_media_studies,Regulative,Ce que le discours sur la «censure» empêche de voir,"I Chupin, R Mustafina",J7SML9V3,"… À la différence de ces travaux, cette recherche cible l’exercice plus ordinaire de la censure/autocensure, interrogeant des pratiques journalistiques hors des contextes de conflits …",fr
0,2020,public_policy_governance,Regulative,"Fake news e liberdade de expressão: limites, fronteiras e propostas legislativas",PCP Chaves,WZPJ3MB2,"… Afinal, o que é um moderador de conteúdo senão um potencial censor na medida em que os … Um moderador de cunho religioso poder bloquear um conteúdo sobre homoafetividade, …",pt
0,2020,history_book_history,Regulative,Interdiction de publier,Mollier Jean-Yves,ZD8AV5CF,"À l'occasion de la sortie de son dernier ouvrage Interdiction de publier. La censure, d’hier à aujourd’hui, Double Ponctuation éd., 2020 et de ce premier dossier de la RHC, Jean-Yves Mollier nous a accordé un entretien sur les phénomènes contemporains de la censure et ses acceptions plurielles. Il s’intéresse aux formes contemporaines de la censure dans le domaine de l’édition. Il a précisé pour nous ses thèses sur les résurgences de la censure à travers l’histoire et dans le monde.",fr
0,2020,history_book_history,Regulative,"Jean-Baptiste Amadieu, Le Censeur critique littéraire. Les jugements de l'Index, du romantisme au naturalisme, Paris, Hermann, 2019, 634 p.",JY Mollier,7LG9JF9Z,"L’ouvrage d’Anne Gangloff, tiré de son habilitation à diriger des recherches, bénéficie d’une publication en français dans la belle collection internationale Impact of Empire. Le livre …",fr
0,2020,history_book_history,Regulative,"Le censeur critique littéraire. Les jugements de l'Index, du romanisme au naturalisme",JL Schlegel,6U7FLCMH,"L’Index librorum prohibitorum, creato nel 1559 e che ha smesso di avere forza di legge ecclesiastica solo nel 1966 dopo il Concilio Vaticano II, elenca i testi proibiti ai lettori cattolici, senza pero precisare le motivazioni dell’interdetto. Nel 1998 il cardinale Ratzinger ha, con decisione storica, aperto al pubblico l’Archivio della Congregazione per la Dottrina della Fede, dove sono conservati i documenti legati al processo dei libri (in particolare le relazioni di lettura dei membri del...",it
0,2020,arts_literary_cultural_studies,Regulative,Les formes contemporaines de censure:,"Amadieu, Jean-Baptiste; Talon-Hugon, Carole",4SSR7EHL,"Les formes nouvelles de censure dans l’art se spécifient par plusieurs traits. D’abord par le fait que les censeurs ne sont plus des institutions comme l’État ou l’Église, mais des associations (féministes, LGBTQI+, antispécistes, décoloniales, etc.), des groupes voire des groupuscules plus ou moins éphémères. Enfin, le lieu de la censure n’est plus le tribunal, mais les médias : réseaux sociaux (Facebook et autres), sites internet, journaux qui exercent de fortes pressions allant de l’intimidation au lynchage. La zone floue, mi-juridique, mi-sociale, où s’exercent ces nouvelles formes de censure soulève de nombreuses questions.",fr
89,2021,communication_media_studies,Regulative,Freedom of expression challenged: Scientists' perspectives on hidden forms of suppression and self-censorship,"E Väliverronen, S Saikkonen",55TKZ5FJ,The media have become an important arena where struggles over the symbolic legitimacy of expert authority take place and where scientific experts increasingly have to compete for …,en
55,2021,computer_science_ai,Regulative,Throttling Twitter: an emerging censorship technique in Russia,"D Xue, R Ramesh, VS S, L Evdokimov…",EG29ES6U,"… In this paper, we take a first look at this emerging censorship … censorship researchers, and we hope to encourage future work in detecting and circumventing this emerging censorship …",en
50,2021,political_science_ir,Regulative,Online Repression and Self-Censorship: Evidence from Southeast Asia,"Ong, Elvin",SF4XNNRV,"Governments around the world have crafted new laws to threaten, arrest, prosecute and incarcerate online political activists. While the primary effect of online repression is to silence criticism and forestall collective action, a secondary effect is to induce selfcensorship among the masses. Yet scant research examines how self-censorship works, nor discusses its implications for entrenching authoritarianism and encouraging democratic backsliding. This article proposes a simple expected utility model of self-censorship, arguing that citizens will more likely self-censor when the expected costs of online political expression outweigh its benefits. Analysing the fourth wave of the Asian Barometer survey of 10,216 respondents across eight Southeast Asian countries, I find that higher income politically engaged social media users are indeed less likely to express their political opinions. Additionally, this correlation holds in states where online repression is most severe, but is non-existent in countries where online repression is moderate or low.",en
41,2021,political_science_ir,Regulative,"Is China exporting media censorship? China's rise, media freedoms, and democracy",J Gamso,HV46NUY3,"… After analyzing an introductory model exploring the relationship between trade with China and censorship, I investigate whether regime type plays a moderating role. Variables and …",en
28,2021,law_legal_studies,Regulative,Judicial Protection of Fundamental Rights on the Internet,Pollicino Oreste,M7JG32JD,"This book explores how the Internet impacts on the protection of fundamental rights, particularly with regard to freedom of speech and privacy. In doing so, it seeks to bridge the gap between Internet Law and European and Constitutional Law. The book aims to emancipate the debate on Internet Law and Jurisprudence from the dominant position, with specific reference to European legal regimes. This approach aims to inject a European and constitutional ‘soul’ into the topic. Moreover, the book addresses the relationship between new technologies and the protection of fundamental rights within the theoretical debate surrounding the process of European integration, with particular emphasis on judicial dialogue. This innovative book provides a thorough analysis of the forms, models and styles of judicial protection of fundamental rights in the digital era and compares the European vision to that of the United States. The book offers the first comparative analysis in which the",en
23,2021,communication_media_studies,Regulative,More than plain text: Censorship deletion in the Chinese social media,"Liu, Jun; Zhao, Jingyi",A88WDME4,"Although the Internet allows people to circulate messages using different media, most censorship studies discuss the removal of text content. This article presents a systematic study regarding the censorship of both plain text and multimedia content on the Chinese Internet. By analyzing both censored and surviving posts on the Chinese social media platform Weibo during the 2014 Hong Kong Umbrella Movement, we find that multimedia posts suffered more intensive censorship deletion than plain text posts, with censorship programs being oriented more toward multimedia content like images than the text content of multimedia posts. Our analysis has significant implications for censorship studies, information control, and politics in the “post-text” era.",en
22,2021,communication_media_studies,Regulative,Suscripción a la prensa digital como contención a los discursos de odio,"MA Paz Rebollo, MD Cáceres Zapatero…",EII8J23S,"… Investigaciones anteriores sugieren que las diferentes formas de moderación tienen relación con la línea editorial del medio de comunicación. Por ejemplo, para el contexto alemán, …",es
21,2021,communication_media_studies,Regulative,GAFAM and hate content moderation: Deplatforming and deleting the alt-right,Mathieu Deflem; Derek M. D. Silva,2XS8N5TX,"… platforms in the world, and their content moderation apparatuses are empowered by the US … about it, and censoring it. Value – This chapter probes GAFAM’s hate content moderation …",en
10,2021,political_science_ir,Regulative,Censorship of Online Encyclopedias: Implications for NLP Models,"Yang, Eddie; Roberts, Margaret E.",QP9U2ML4,"While artificial intelligence provides the backbone for many tools people use around the world, recent work has brought to attention that the algorithms powering AI are not free of politics, stereotypes, and bias. While most work in this area has focused on the ways in which AI can exacerbate existing inequalities and discrimination, very little work has studied how governments actively shape training data. We describe how censorship has affected the development of Wikipedia corpuses, text data which are regularly used for pre-trained inputs into NLP algorithms. We show that word embeddings trained on Baidu Baike, an online Chinese encyclopedia, have very different associations between adjectives and a range of concepts about democracy, freedom, collective action, equality, and people and historical events in China than its regularly blocked but uncensored counterpart – Chinese language Wikipedia. We examine the implications of these discrepancies by studying their use in downstream AI applications. Our paper shows how government repression, censorship, and self-censorship may impact training data and the applications that draw from them.",en
9,2021,political_science_ir,Regulative,"DESINFORMAÇÃO, PÓS-VERDADE E DEMOCRACIA: UMA ANÁLISE NO CONTEXTO DO ESTADO DEMOCRÁTICO DE DIREITO.","F PANSIERI, M KRAUS…",ACDT5JJ5,"… a respeito da forma como a desinformação nos tempos atuais traz reflexos no Estado Democrático de Direito, notadamente à moderação de conteúdo em plataformas digitais. …",pt
2,2021,censorship_studies,Regulative,A pós-censura na violação do direito à liberdade de expressão a partir do estudo de casos,IO de Carvalho,IYUHLVDU,"… The perspective of censorship is presented by constitutional law through the right to … as to the censorship of the dictatorial past, the post-censorship. The post-censorship of symbolic …",en
1,2021,computer_science_ai,Regulative,Balboa: Bobbing and Weaving around Network Censorship,"Rosen, Marc B; Parker, James; Malozemoff, Alex J",H5MGTGNQ,"We introduce Balboa, a link obfuscation framework for censorship circumvention. Balboa provides a general framework for tunneling data through existing applications. Balboa sits between an application and the operating system, intercepting outgoing network trafﬁc and rewriting it to embed data. To avoid introducing any distinguishable divergence from the expected application behavior, Balboa only rewrites trafﬁc that matches an externally speciﬁed trafﬁc model pre-shared between the communicating parties. The trafﬁc model captures some subset of the network trafﬁc (e.g., some subset of music an audio streaming server streams). The sender uses this model to replace outgoing data with a pointer to the associated location in the model and embed data in the freed up space. The receiver then extracts the data, replacing the pointer with the original data from the model before passing the data on to the application. When using TLS, this approach means that application behavior with Balboa is equivalent, modulo small (protocol-dependent) timing differences, to if the application was running without Balboa. Balboa differs from prior approaches in that it (1) provides a framework for tunneling data through arbitrary (TLSprotected) protocols/applications, and (2) runs the unaltered application binaries on standard inputs, as opposed to most prior tunneling approaches which run the application on nonstandard—and thus potentially distinguishable—inputs. We present two instantiations of Balboa—one for audio streaming and one for web browsing—and demonstrate the difﬁculty of identifying Balboa by a machine learning classiﬁer.",en
1,2021,arts_literary_cultural_studies,Regulative,Le mille e una notte e il canone letterario arabo tra passato e presente: reazioni alla censura egiziana del 1985,Federica Casalin; Marina Miranda; Sara Forcella,CW7GTB9L,"… la raccolta fornisce messaggi contrapposti: la sua protagonista Shahrazad da un lato invita alla moderazione nel piacere e, dall’altro, sollecita il godimento dei sensi oltre ogni …",it
0,2021,communication_media_studies,Regulative,A MODERAÇÃO DO DISCURSO DE ÓDIO ONLINE NO FACEBOOK: UMA ANÁLISE DAS DECISÕES DO COMITÊ DE SUPERVISÃO,LM Barbosa,3WX4A54D,"… O artigo tem como objetivo apresentar e compreender a moderação do discurso de ódio realizada no … Por fim, algumas interpretações sobre a moderação do discurso de ódio online na …",pt
0,2021,sociology_anthropology,Regulative,"Academic Freedom in Crisis: Punishment, Political Discrimination, and Self-Censorship","Kaufmann, Eric",ISKJJI4I,,en
0,2021,history_book_history,Regulative,"Le censeur critique littéraire. Les jugements de l'Index, du romantisme au naturalisme. coll.«Des morales et des œuvres»",C Plet,VP86C7M6,"… , dans un diptyque analytique dont Le censeur critique littéraire constitue la seconde étape. … du décret cardinalice par le pape), Le censeur critique littéraire détaille quant à lui les motifs …",fr
0,2021,history_book_history,Regulative,Leo Spitzer censeur militaire,"Kahn, Robert",L7ZR8SZT,"Leo Spitzer, encore un jeune homme, a dirig un des bureaux de la censure militaire autrichienne Vienne pendant la 1 re Guerre mondiale. Son travail consistait, entre autres, liminer dans les lettres des prisonniers italiens leur famille toute mention de la faim que ceux-ci enduraient, afin de prserver l'image de l'Autriche-Hongrie. Philologue, il en a profit pour rassembler en un livre toutes les priphrases et allusions, en italien et en dialecte, utilises par les prisonniers pour demander leur famille l'envoi de colis alimentaires. Ce faisant, il semble ne pas s'tre interrog sur la dimension thique de son comportement. Reste un livre important de lexicologie : Die Umschreibungen des Begriffes ""Hunger"" im Italienischen.",fr
0,2021,law_legal_studies,Regulative,"Liberté d'expression, modération des contenus et lutte contre la désinformation en période de pandémie",P Mouron,KRIADKPW,"Philippe Mouron. Liberté d’expression, modération des contenus et lutte contre la désinformation en période de pandémie. Les droits humains en temps de pandémie: …",fr
0,2021,communication_media_studies,Regulative,"Médias, liberté d'expression et nouvelles technologies","A Michel, Q Van Enis",S7KDPGB4,"… Une fois encore, la période de trois ans couverte par la chronique aura été très féconde en développements jurisprudentiels s’ agissant du droit des médias et du droit à la liberté d’…",fr
0,2021,political_science_ir,Regulative,"Mídias sociais, internet, companhias tecnológicas ea disrupção silenciosa da democracia",LOR Freitas,RNE3TPU2,… de governos no tocante a censura e controle da esfera … uma maior e mais efetiva moderação de conteúdo reputado falso … e o possível direcionamento e moderação de conteúdo online …,pt
